strand,consensus_exact,consensus_edit_distance,consensus_N_count,consensus_read_count,consensus_mean_depth,dbgps_status,dbgps_observed,dbgps_total_kmers,dbgps_path_complete,dbgps_min_coverage,dbgps_mean_coverage,dbgps_max_coverage,classification
101264055,False,1,1,133,103.774,ok,134,134,True,7,70.649,97,dbgps_only
101264119,False,1,1,10,8.043,ok,134,134,True,3,6.179,10,dbgps_only
101266907,False,1,1,14,11.268,ok,134,134,True,1,7.799,13,dbgps_only
101266998,False,1,1,6,5.000,ok,134,134,True,1,3.97,6,dbgps_only
101267375,True,0,0,6,4.244,ok,108,134,False,0,3.59,5,consensus_only
101269076,True,0,0,22,16.463,ok,127,134,False,0,12.351,18,consensus_only
101269559,False,1,0,12,9.659,ok,134,134,True,1,6.761,12,dbgps_only
101272424,False,1,0,9,6.220,ok,134,134,True,1,5.306,8,dbgps_only
101272682,True,0,0,7,5.037,ok,119,134,False,0,3.575,6,consensus_only
101274510,False,1,1,4,2.866,ok,134,134,True,1,2.157,4,dbgps_only
101274680,False,1,1,7,5.457,ok,134,134,True,1,2.873,5,dbgps_only
101275433,False,1,1,17,13.793,ok,134,134,True,3,10.955,18,dbgps_only
101276548,False,1,1,244,192.098,ok,134,134,True,94,125.784,189,dbgps_only
101276741,True,0,0,24,14.476,ok,128,134,False,0,8.425,14,consensus_only
101276964,False,1,1,15,12.116,ok,134,134,True,4,9.299,15,dbgps_only
101277343,False,1,1,15,12.073,ok,134,134,True,2,8.187,14,dbgps_only
101277702,False,1,1,177,140.689,ok,134,134,True,29,98.522,144,dbgps_only
101277849,True,0,0,134,93.884,ok,125,134,False,0,59.515,86,consensus_only
101280286,False,1,1,12,9.683,ok,134,134,True,1,7.567,12,dbgps_only
101281251,True,0,0,156,124.171,ok,133,134,False,0,84.776,121,consensus_only
101281859,True,0,0,10,7.220,ok,129,134,False,0,5.0,10,consensus_only
101282014,False,2,2,10,7.524,ok,134,134,True,1,4.403,8,dbgps_only
101284588,False,1,1,610,328.110,ok,134,134,True,96,213.634,431,dbgps_only
101286016,False,1,1,174,138.829,ok,134,134,True,24,98.567,143,dbgps_only
101286241,True,0,0,110,69.329,ok,133,134,False,0,40.739,53,consensus_only
101286362,False,1,1,15,11.921,ok,134,134,True,2,8.776,15,dbgps_only
101286709,False,3,3,9,6.823,ok,134,134,True,1,5.672,9,dbgps_only
101286787,False,1,1,10,8.067,ok,134,134,True,1,6.112,10,dbgps_only
101287084,False,2,2,13,10.463,ok,134,134,True,2,8.336,13,dbgps_only
101287914,True,0,0,4,2.622,ok,113,134,False,0,1.948,3,consensus_only
101289207,False,1,1,10,6.543,ok,134,134,True,1,3.701,5,dbgps_only
101289622,True,0,0,30,22.561,ok,130,134,False,0,18.425,27,consensus_only
101289849,False,1,1,6,4.665,ok,134,134,True,1,3.425,5,dbgps_only
101291055,False,2,2,8,5.921,ok,134,134,True,1,3.328,6,dbgps_only
101294530,False,1,0,8,5.951,ok,134,134,True,1,5.09,7,dbgps_only
101295197,False,1,1,380,275.409,ok,134,134,True,51,192.381,313,dbgps_only
101295311,False,1,1,265,162.122,ok,134,134,True,38,101.694,218,dbgps_only
